text,intent,valence,arousal,lang
how do stress and emotions work? rn!! 😟,self_assess,neutral,medium,en
estoy en peligro ahora 🌿,crisis_emergency,negative,high,es
need reassurance tbh... 😥,affirmation_request,neutral,low,en
i feel anxious please. 💜,check_in_mood,negative,high,en
¿hay alguien? ahora!!,greeting_start,neutral,medium,es
give me an positive line pls!! 🙏 / necesito algo positivo,affirmation_request,neutral,low,en
algo que me anime...,affirmation_request,neutral,low,es
how do stress and emotions work? pls! 💜,self_assess,neutral,medium,en
information about support! 😥,info_help,neutral,low,en
who can i talk to nearby? pls... 😥,info_help,neutral,low,en
spanish please rn!,language_switch,neutral,low,en
hmm!! ✨,fallback_clarify,neutral,low,en
mmm... pls!! ✨,fallback_clarify,neutral,low,es
grounding exercise please pls! ✨,grounding_exercise,negative,medium,en
¿cómo funcionan el estrés y las emociones? por favor,self_assess,neutral,medium,es
🤔 pls. 😤,fallback_clarify,neutral,low,en
what pls!! 😥,fallback_clarify,neutral,low,en
is anyone there?...,greeting_start,neutral,medium,en
me siento triste pls. 🌿 / i feel sad today,check_in_mood,negative,high,es
ayúdame a respirar ahora!! 🌿 / i need a calm breathing routine,breathing_exercise,neutral,medium,es
quiero sentirme presente pls! ✨,grounding_exercise,negative,medium,es
hey can we chat? tbh! 🌿,greeting_start,neutral,medium,en
assist me reflect tbh! 🙏,journal_prompt,neutral,low,en
voy a lastimarme! 😟,crisis_emergency,negative,high,es
¿por qué me siento así? por favor!! 😤 / why am i feeling this way?,self_assess,neutral,medium,es
🤔 pls. 😟,fallback_clarify,neutral,low,es
me quiero morir 💜,crisis_emergency,negative,high,es
i feel anxious please. 💜,check_in_mood,negative,high,en
una consigna para escribir pls... 😟 / give me a writing prompt,journal_prompt,neutral,low,es
¿podemos hablar? por favor. 🙏 / i need to chat,greeting_start,neutral,medium,es
una consigna para escribir por favor 😤,journal_prompt,neutral,low,es
hi please. 🙏,greeting_start,neutral,medium,en
i feel down today... 😔 / estoy enojado,check_in_mood,negative,high,en
i feel sad today please. ✨,check_in_mood,negative,high,en
who can i talk to nearby? rn 😟,info_help,neutral,low,en
i might overdose tbh... 😔,crisis_emergency,negative,high,en
¿esto es normal? por favor! 💜 / why am i feeling this way?,self_assess,neutral,medium,es
un ejercicio de respiración porfa! 😟,breathing_exercise,neutral,medium,es
give me a writing prompt please,journal_prompt,neutral,low,en
say something encouraging tbh!! 😔,affirmation_request,neutral,low,en
"thanks, bye please 💜",thanks_goodbye,positive,low,en
why am i feeling this way? pls 💜,self_assess,neutral,medium,en
i’m in danger right now 😥,crisis_emergency,negative,high,en
support me steady please... ✨,grounding_exercise,negative,medium,en
can you help me breathe? rn! 🌿,breathing_exercise,neutral,medium,en
give me an affirmation. 😤,affirmation_request,neutral,low,en
give me an positive line please! 😔,affirmation_request,neutral,low,en
dame una frase positiva porfa... 🌿,affirmation_request,neutral,low,es
necesito chatear pls... 😟,greeting_start,neutral,medium,es
hello please! 😥,greeting_start,neutral,medium,en
mmm... por favor! 🙏,fallback_clarify,neutral,low,es
spanish please pls! 😤,language_switch,neutral,low,en
i need something positive please... 💜,affirmation_request,neutral,low,en
podría tener una sobredosis por favor... 😤,crisis_emergency,negative,high,es
¿cómo funcionan el estrés y las emociones? porfa. 😥 / is this normal?,self_assess,neutral,medium,es
kill myself... 😤,crisis_emergency,negative,high,en
spanish please... 😥,language_switch,neutral,low,en
necesito chatear ahora! 😥,greeting_start,neutral,medium,es
i want to write about this pls.,journal_prompt,neutral,low,en
can you support me breathe? please 💜,breathing_exercise,neutral,medium,en
mmm...! 🙏,fallback_clarify,neutral,low,es
"gracias, adiós por favor. ✨",thanks_goodbye,positive,low,es
hola... 😥,greeting_start,neutral,medium,es
who can i talk to nearby? please!! 😟,info_help,neutral,low,en
what’s happening in my brain?. 💜,self_assess,neutral,medium,en
i will hurt myself rn! 🙏,crisis_emergency,negative,high,en
can you assist me breathe?.,breathing_exercise,neutral,medium,en
¿qué? ahora!! 🙏,fallback_clarify,neutral,low,es
how do stress and emotions work?! 😤,self_assess,neutral,medium,en
"me ayudó, buenas noches ahora 😤 / this helped, goodnight",thanks_goodbye,positive,low,es
matarme por favor 😟,crisis_emergency,negative,high,es
no sé... ✨,fallback_clarify,neutral,low,es
anchoring exercise please please. 😤,grounding_exercise,negative,medium,en
me estoy desconectando ahora. 😟,grounding_exercise,negative,medium,es
¿por qué me siento así? por favor 😟,self_assess,neutral,medium,es
give me a writing prompt.,journal_prompt,neutral,low,en
ayúdame a reflexionar por favor,journal_prompt,neutral,low,es
spanish mode 🙏,language_switch,neutral,low,en
english please rn... 😟 / inglés por favor,language_switch,neutral,low,en
spanish mode please... 💜,language_switch,neutral,low,en
🤔 please!! 😔,fallback_clarify,neutral,low,en
opciones de apoyo no urgente pls!,info_help,neutral,low,es
what’s happening in my brain? rn / ¿por qué me siento así?,self_assess,neutral,medium,en
quiero sentirme presente porfa...,grounding_exercise,negative,medium,es
podría tener una sobredosis por favor! 🙏,crisis_emergency,negative,high,es
give me an encouraging words rn! 🙏 / quiero una frase de apoyo,affirmation_request,neutral,low,en
can we switch to english? pls! 💜,language_switch,neutral,low,en
i want to write about this 😟,journal_prompt,neutral,low,en
algo que me anime porfa! 🌿,affirmation_request,neutral,low,es
me quiero morir ahora!,crisis_emergency,negative,high,es
eso es todo por ahora ahora!! 🌿,thanks_goodbye,positive,low,es
i'm mad rn. 🌿,check_in_mood,negative,high,en
i need something positive please... 🌿,affirmation_request,neutral,low,en
opciones de apoyo no urgente pls 😥,info_help,neutral,low,es
un ejercicio de arraigo pls 🌿,grounding_exercise,negative,medium,es
eso es todo por ahora... 😥,thanks_goodbye,positive,low,es
hablemos en español! 😟,language_switch,neutral,low,es
who can i chat to nearby?!! ✨ / opciones de ayuda no urgente,info_help,neutral,low,en
journal prompt please pls. 😔,journal_prompt,neutral,low,en
inglés por favor!! ✨,language_switch,neutral,low,es
can we switch to english? please. 💜 / hablemos en español,language_switch,neutral,low,en
un ejercicio de respirar porfa 😥 / i need a calm breathing routine,breathing_exercise,neutral,medium,es
¿qué opciones de ayuda hay? ahora... 😔,info_help,neutral,low,es
mmm... pls. 🙏,fallback_clarify,neutral,low,es
inglés por favor por favor!! 🌿,language_switch,neutral,low,es
help me anchor. 💜,grounding_exercise,negative,medium,en
i will hurt myself rn!! 🌿,crisis_emergency,negative,high,en
hablemos en español ahora... 😔,language_switch,neutral,low,es
"thanks, bye tbh... 😟",thanks_goodbye,positive,low,en
how do stress and emotions work? pls! ✨,self_assess,neutral,medium,en
why am i feeling this way? please. 🌿 / ¿esto es normal?,self_assess,neutral,medium,en
me quiero morir! ✨,crisis_emergency,negative,high,es
non-emergency help options pls! 💜,info_help,neutral,low,en
??? rn,fallback_clarify,neutral,low,en
un ejercicio de arraigo por favor. 😥,grounding_exercise,negative,medium,es
kill myself. 😟,crisis_emergency,negative,high,en
i need a calm breathing routine please. 😔 / necesito calmarme con respiración,breathing_exercise,neutral,medium,en
i need a calm breathing routine pls 😔,breathing_exercise,neutral,medium,en
spanish please pls. 😤,language_switch,neutral,low,en
¿por qué me siento así? porfa. 🌿,self_assess,neutral,medium,es
necesito calmarme con respiración ahora!! / can you help me breathe?,breathing_exercise,neutral,medium,es
¿con quién puedo hablar? pls. 😤,info_help,neutral,low,es
quiero sentirme presente por favor 😥,grounding_exercise,negative,medium,es
estoy enojado porfa!! ✨,check_in_mood,negative,high,es
??? please 🌿,fallback_clarify,neutral,low,en
need to feel present tbh. 😔,grounding_exercise,negative,medium,en
journal prompt please tbh... 😟,journal_prompt,neutral,low,en
ayúdame a respirar por favor! 🌿 / can you help me breathe?,breathing_exercise,neutral,medium,es
what 😥,fallback_clarify,neutral,low,en
i need a calm breathing routine rn! 💜,breathing_exercise,neutral,medium,en
modo español. 😔,language_switch,neutral,low,es
necesito chatear!! 😔,greeting_start,neutral,medium,es
hola! 😥,greeting_start,neutral,medium,es
vuelvo luego por favor. 😤,thanks_goodbye,positive,low,es
is this normal? pls!! 😥,self_assess,neutral,medium,en
is this normal?. ✨,self_assess,neutral,medium,en
why am i feeling this way? pls ✨,self_assess,neutral,medium,en
hmm tbh 😟,fallback_clarify,neutral,low,en
¿cómo funcionan el estrés y las emociones? ahora. 💜 / what’s happening in my brain?,self_assess,neutral,medium,es
i’m dissociating. 😟,grounding_exercise,negative,medium,en
no sé pls!! 🙏 / hmm,fallback_clarify,neutral,low,es
me siento decaído ahora,check_in_mood,negative,high,es
is this normal? rn. 🌿,self_assess,neutral,medium,en
how do stress and emotions work? tbh 😥,self_assess,neutral,medium,en
need reassurance please! 😔,affirmation_request,neutral,low,en
i need something positive please 😟,affirmation_request,neutral,low,en
podría tener una sobredosis ahora... 😔,crisis_emergency,negative,high,es
mmm... pls! 😥,fallback_clarify,neutral,low,es
is this normal? please!! 😟 / ¿qué pasa en mi cerebro?,self_assess,neutral,medium,en
i’m dissociating. 😟,grounding_exercise,negative,medium,en
🤔 😔,fallback_clarify,neutral,low,es
??? rn. 😤,fallback_clarify,neutral,low,en
i might overdose please!! 😟,crisis_emergency,negative,high,en
quiero una frase de apoyo porfa 🌿,affirmation_request,neutral,low,es
i want to die. ✨,crisis_emergency,negative,high,en
i need a calm breathing routine rn!! 😔,breathing_exercise,neutral,medium,en
i want to die tbh 😟,crisis_emergency,negative,high,en
un ejercicio de arraigo. 😔,grounding_exercise,negative,medium,es
algo que me anime porfa!! ✨,affirmation_request,neutral,low,es
need to feel present tbh! 💜,grounding_exercise,negative,medium,en
i’m dissociating pls,grounding_exercise,negative,medium,en
i’m dissociating! 😥,grounding_exercise,negative,medium,en
i’m in danger right now rn... 🌿,crisis_emergency,negative,high,en
what resources can assist? tbh... 🙏,info_help,neutral,low,en
hello tbh 😥 / ¿hay alguien?,greeting_start,neutral,medium,en
hi. 💜,greeting_start,neutral,medium,en
breathing exercise please please... 😔,breathing_exercise,neutral,medium,en
cambiemos a inglés ahora! 🌿,language_switch,neutral,low,es
need to feel present please... 😟,grounding_exercise,negative,medium,en
estoy como desconectado pls! 🙏 / i feel sad today,check_in_mood,negative,high,es
un ejercicio de respirar pls! 😤,breathing_exercise,neutral,medium,es
me siento decaído!! 😔,check_in_mood,negative,high,es
modo español porfa!,language_switch,neutral,low,es
un prompt de diario!! 😔 / i want to write about this,journal_prompt,neutral,low,es
spanish please 😤 / cambiemos a inglés,language_switch,neutral,low,en
voy a lastimarme! 😥 / i will hurt myself,crisis_emergency,negative,high,es
no sé ahora! 🙏 / idk,fallback_clarify,neutral,low,es
i'm panicky tbh! ✨,check_in_mood,negative,high,en
non-emergency help options tbh! / opciones de ayuda no urgente,info_help,neutral,low,en
información de apoyo por favor... ✨,info_help,neutral,low,es
me siento ansioso ahora...,check_in_mood,negative,high,es
spanish please... 😔,language_switch,neutral,low,en
journal prompt please please! 😔 / una consigna para escribir,journal_prompt,neutral,low,en
hi rn!! 😤,greeting_start,neutral,medium,en
me siento triste pls!,check_in_mood,negative,high,es
i will hurt myself pls. 😟,crisis_emergency,negative,high,en
quiero sentirme presente por favor 🙏,grounding_exercise,negative,medium,es
need reassurance pls... 😔,affirmation_request,neutral,low,en
i feel down today tbh!! 😤,check_in_mood,negative,high,en
una consigna para escribir ahora 🌿,journal_prompt,neutral,low,es
me siento nervioso por favor. 😤,check_in_mood,negative,high,es
can you support me breathing?! 🙏,breathing_exercise,neutral,medium,en
need reassurance rn 😟,affirmation_request,neutral,low,en
¿con quién puedo charlar? ahora... 🙏,info_help,neutral,low,es
i feel sad today.,check_in_mood,negative,high,en
me estoy desconectando porfa 🙏,grounding_exercise,negative,medium,es
give me a writing prompt pls. 😔,journal_prompt,neutral,low,en
what support options can support? rn!! 😥,info_help,neutral,low,en
algo que me anime porfa... 💜,affirmation_request,neutral,low,es
¿qué? ahora 🙏,fallback_clarify,neutral,low,es
i want to write about this tbh! 🌿,journal_prompt,neutral,low,en
can we switch to english? rn!! 😥,language_switch,neutral,low,en
un ejercicio de respiración 💜,breathing_exercise,neutral,medium,es
"me ayudó, buenas noches porfa... 🙏",thanks_goodbye,positive,low,es
vuelvo luego pls. 🙏,thanks_goodbye,positive,low,es
what’s happening in my brain? pls...,self_assess,neutral,medium,en
what help options can support? please 🌿,info_help,neutral,low,en
necesito arraigarme porfa,grounding_exercise,negative,medium,es
opciones de ayuda no urgente ahora... 😥,info_help,neutral,low,es
opciones de apoyo no urgente pls 🌿,info_help,neutral,low,es
necesito algo positivo... 🌿,affirmation_request,neutral,low,es
i'm irritated tbh!! 😥,check_in_mood,negative,high,en
algo que me anime... 😥,affirmation_request,neutral,low,es
¿qué pasa en mi cerebro? ahora!! 😥,self_assess,neutral,medium,es
i need a calm breathing routine please... / un ejercicio de respiración,breathing_exercise,neutral,medium,en
hello rn!,greeting_start,neutral,medium,en
give me an positive line pls 😟,affirmation_request,neutral,low,en
cambiemos a inglés. 🙏 / english please,language_switch,neutral,low,es
podría tener una sobredosis!! 🙏 / i will hurt myself,crisis_emergency,negative,high,es
podría tener una sobredosis pls! 💜 / i want to die,crisis_emergency,negative,high,es
modo español ahora! 😤,language_switch,neutral,low,es
estoy como desconectado! 😥,check_in_mood,negative,high,es
i’m in danger right now ✨,crisis_emergency,negative,high,en
"me ayudó, buenas noches porfa! 💜",thanks_goodbye,positive,low,es
kill myself tbh!! 😔,crisis_emergency,negative,high,en
what’s happening in my brain?! 😔,self_assess,neutral,medium,en
¿por qué me siento así? ahora. 😥,self_assess,neutral,medium,es
non-emergency support options tbh!,info_help,neutral,low,en
i need a calm breathing routine please!! 🙏,breathing_exercise,neutral,medium,en
¿esto es normal? porfa. 😟,self_assess,neutral,medium,es
journal prompt please pls. 🌿,journal_prompt,neutral,low,en
un ejercicio de respiración porfa... 😔,breathing_exercise,neutral,medium,es
hi rn... 🌿 / necesito chatear,greeting_start,neutral,medium,en
hmm please 😔 / ¿qué?,fallback_clarify,neutral,low,en
journal prompt please pls! ✨,journal_prompt,neutral,low,en
what’s happening in my brain? rn!,self_assess,neutral,medium,en
idk rn,fallback_clarify,neutral,low,en
"thanks, bye please!! ✨",thanks_goodbye,positive,low,en
i'm mad rn. 😟,check_in_mood,negative,high,en
help me reflect tbh... 😟,journal_prompt,neutral,low,en
¿esto es normal? pls! 💜,self_assess,neutral,medium,es
give me a writing prompt please 😤,journal_prompt,neutral,low,en
"me ayudó, buenas noches por favor. 🙏 / that’s all for now",thanks_goodbye,positive,low,es
english please tbh ✨,language_switch,neutral,low,en
me siento ansioso ahora... 🌿 / i feel sad today,check_in_mood,negative,high,es
inglés por favor.,language_switch,neutral,low,es
that’s all for now tbh!! 😤,thanks_goodbye,positive,low,en
??? tbh... / mmm...,fallback_clarify,neutral,low,en
idk pls 🌿 / mmm...,fallback_clarify,neutral,low,en
say something encouraging please. ✨,affirmation_request,neutral,low,en
quiero escribir sobre esto pls. 😤,journal_prompt,neutral,low,es
hello rn 😔,greeting_start,neutral,medium,en
give me a writing prompt pls 😟,journal_prompt,neutral,low,en
is this normal? rn... 😟,self_assess,neutral,medium,en
necesito arraigarme porfa 😔,grounding_exercise,negative,medium,es
i will hurt myself,crisis_emergency,negative,high,en
ayúdame a reflexionar porfa!!,journal_prompt,neutral,low,es
cambiemos a inglés ahora... 💜 / can we switch to english?,language_switch,neutral,low,es
i feel on edge tbh! 🌿,check_in_mood,negative,high,en
i'm panicky pls 😟,check_in_mood,negative,high,en
quiero escribir sobre esto. ✨,journal_prompt,neutral,low,es
dame una frase positiva... 🙏,affirmation_request,neutral,low,es
i’m in danger right now tbh! ✨,crisis_emergency,negative,high,en
algo que me anime por favor... 💜,affirmation_request,neutral,low,es
modo español ahora 😔,language_switch,neutral,low,es
🤔 por favor!!,fallback_clarify,neutral,low,es
mmm... 🌿,fallback_clarify,neutral,low,es
¿hay alguien? porfa! 😥,greeting_start,neutral,medium,es
hola ahora!! 😤 / hi,greeting_start,neutral,medium,es
ayúdame a respirar pls... 😟,breathing_exercise,neutral,medium,es
hello! 🌿,greeting_start,neutral,medium,en
quiero escribir sobre esto por favor!! 😤,journal_prompt,neutral,low,es
can we switch to english? tbh... 💜,language_switch,neutral,low,en
is this normal? tbh 💜 / ¿esto es normal?,self_assess,neutral,medium,en
say something encouraging pls 😥,affirmation_request,neutral,low,en
¿cómo funcionan el estrés y las emociones? pls. 😔,self_assess,neutral,medium,es
information about support pls... 🙏,info_help,neutral,low,en
modo español ahora!! 💜,language_switch,neutral,low,es
i'm irritated pls! 🙏,check_in_mood,negative,high,en
una consigna para escribir! ✨ / help me reflect,journal_prompt,neutral,low,es
necesito chatear porfa!! 💜,greeting_start,neutral,medium,es
kill myself pls. 😥,crisis_emergency,negative,high,en
"that’s all for now tbh. ✨ / me ayudó, buenas noches",thanks_goodbye,positive,low,en
kill myself please! 😟,crisis_emergency,negative,high,en
hola 😤,greeting_start,neutral,medium,es
i need to chat rn. ✨,greeting_start,neutral,medium,en
"thanks, bye please 😟",thanks_goodbye,positive,low,en
estoy como desconectado ahora! 🙏,check_in_mood,negative,high,es
ayúdame a respirar ahora... 😤,breathing_exercise,neutral,medium,es
¿qué pasa en mi cerebro? pls. 💜,self_assess,neutral,medium,es
¿cómo funcionan el estrés y las emociones? por favor! 😥 / how do stress and emotions work?,self_assess,neutral,medium,es
estoy como desconectado por favor!! 😟 / i'm angry,check_in_mood,negative,high,es
ayúdame a respirar! 😔,breathing_exercise,neutral,medium,es
no sé ahora. 😥,fallback_clarify,neutral,low,es
need reassurance please ✨,affirmation_request,neutral,low,en
un ejercicio de respiración porfa!! 😥 / can you help me breathe?,breathing_exercise,neutral,medium,es
"gracias, adiós ahora!! 💜",thanks_goodbye,positive,low,es
voy a lastimarme por favor... 😟,crisis_emergency,negative,high,es
¿qué pasa en mi cerebro? por favor... 😤,self_assess,neutral,medium,es
un ejercicio de respirar por favor. 😤,breathing_exercise,neutral,medium,es
podría tener una sobredosis porfa... 😤 / i’m in danger right now,crisis_emergency,negative,high,es
matarme porfa... 🙏,crisis_emergency,negative,high,es
information about support rn! 💜,info_help,neutral,low,en
english please pls ✨,language_switch,neutral,low,en
information about support rn!! 😔,info_help,neutral,low,en
eso es todo por ahora!! ✨,thanks_goodbye,positive,low,es
i will hurt myself rn 💜,crisis_emergency,negative,high,en
that’s all for now... 🙏,thanks_goodbye,positive,low,en
i'm mad... 💜,check_in_mood,negative,high,en
¿podemos hablar? porfa 🙏,greeting_start,neutral,medium,es
what help options can help? please!! 🌿,info_help,neutral,low,en
breathing exercise please please,breathing_exercise,neutral,medium,en
quiero sentirme presente ahora 😤,grounding_exercise,negative,medium,es
¿qué pasa en mi cerebro?.,self_assess,neutral,medium,es
"gracias, adiós porfa 😤",thanks_goodbye,positive,low,es
dame una frase positiva ahora... 💜,affirmation_request,neutral,low,es
🤔 pls! 😤,fallback_clarify,neutral,low,en
help me reflect please... 😟,journal_prompt,neutral,low,en
un prompt de diario porfa 😥,journal_prompt,neutral,low,es
eso es todo por ahora!!,thanks_goodbye,positive,low,es
hello tbh!,greeting_start,neutral,medium,en
??? tbh 😤,fallback_clarify,neutral,low,en
quiero sentirme presente porfa! 🌿,grounding_exercise,negative,medium,es
necesito arraigarme porfa 🌿,grounding_exercise,negative,medium,es
i'm panicky... 🌿,check_in_mood,negative,high,en
breathing exercise please tbh... 😟,breathing_exercise,neutral,medium,en
non-emergency support options rn! 💜,info_help,neutral,low,en
voy a lastimarme por favor! 😔,crisis_emergency,negative,high,es
vuelvo luego! 😤,thanks_goodbye,positive,low,es
necesito calmarme con respirar porfa.,breathing_exercise,neutral,medium,es
is this normal? rn. 😤,self_assess,neutral,medium,en
necesito algo positivo porfa,affirmation_request,neutral,low,es
🤔 pls ✨,fallback_clarify,neutral,low,en
idk please 😤,fallback_clarify,neutral,low,en
¿qué pasa en mi cerebro? pls! 😤,self_assess,neutral,medium,es
matarme porfa! 🙏,crisis_emergency,negative,high,es
¿hay alguien? ahora. ✨,greeting_start,neutral,medium,es
cambiemos a inglés. ✨,language_switch,neutral,low,es
un ejercicio de respirar porfa! ✨,breathing_exercise,neutral,medium,es
estoy en peligro ahora porfa. 🙏,crisis_emergency,negative,high,es
english please. 💜,language_switch,neutral,low,en
¿cómo funcionan el estrés y las emociones? por favor! 😔,self_assess,neutral,medium,es
estoy como desconectado por favor! 🙏,check_in_mood,negative,high,es
information about support rn! 🌿,info_help,neutral,low,en
i want to die pls!! 😔,crisis_emergency,negative,high,en
journal prompt please tbh! ✨,journal_prompt,neutral,low,en
i'll come back later rn 😥,thanks_goodbye,positive,low,en
matarme por favor!! 😟,crisis_emergency,negative,high,es
¿con quién puedo charlar? ahora... 🌿,info_help,neutral,low,es
¿cómo funcionan el estrés y las emociones? por favor... 😥,self_assess,neutral,medium,es
no sé pls...,fallback_clarify,neutral,low,es
¿hay alguien?... 😔 / hey can we talk?,greeting_start,neutral,medium,es
spanish mode! 😔,language_switch,neutral,low,en
i want to die 😔,crisis_emergency,negative,high,en
un prompt de diario 🌿,journal_prompt,neutral,low,es
un ejercicio de respirar ahora! 😤,breathing_exercise,neutral,medium,es
i want to write about this please!! ✨,journal_prompt,neutral,low,en
is this normal? please... 😤,self_assess,neutral,medium,en
hablemos en español ahora. 😟,language_switch,neutral,low,es
necesito calmarme con respirar porfa... ✨,breathing_exercise,neutral,medium,es
opciones de ayuda no urgente porfa! 😟,info_help,neutral,low,es
me estoy desconectando ahora 🌿,grounding_exercise,negative,medium,es
mmm... ahora... 😔,fallback_clarify,neutral,low,es
ayúdame a respirar! 🙏,breathing_exercise,neutral,medium,es
that’s all for now please! 🌿,thanks_goodbye,positive,low,en
necesito chatear... 🌿,greeting_start,neutral,medium,es
need reassurance please 💜 / quiero una frase de apoyo,affirmation_request,neutral,low,en
is this normal? pls! 🙏,self_assess,neutral,medium,en
me siento ansioso. 💜 / i feel anxious,check_in_mood,negative,high,es
¿esto es normal? ahora... ✨,self_assess,neutral,medium,es
"eso es todo por ahora pls ✨ / this helped, goodnight",thanks_goodbye,positive,low,es
hmm. 😤,fallback_clarify,neutral,low,en
i want to die pls. ✨,crisis_emergency,negative,high,en
necesito algo positivo pls 🌿,affirmation_request,neutral,low,es
hmm rn,fallback_clarify,neutral,low,en
no sé ahora! ✨,fallback_clarify,neutral,low,es
hello. 🙏,greeting_start,neutral,medium,en
ayúdame a respirar pls! 😤,breathing_exercise,neutral,medium,es
i need a calm breathing routine please!! 💜,breathing_exercise,neutral,medium,en
i need a calm breathing routine please!! 😟,breathing_exercise,neutral,medium,en
estoy como desconectado.,check_in_mood,negative,high,es
"this supported, goodnight pls 😟",thanks_goodbye,positive,low,en
need to feel present tbh! 😟,grounding_exercise,negative,medium,en
why am i feeling this way? rn! 🌿,self_assess,neutral,medium,en
hello tbh!! 🌿,greeting_start,neutral,medium,en
why am i feeling this way? please ✨ / ¿qué pasa en mi cerebro?,self_assess,neutral,medium,en
¿qué recursos hay? porfa!! 🌿,info_help,neutral,low,es
vuelvo luego ahora. 🌿,thanks_goodbye,positive,low,es
una consigna para escribir por favor 😔,journal_prompt,neutral,low,es
hmm. 😔,fallback_clarify,neutral,low,en
idk rn. ✨,fallback_clarify,neutral,low,en
matarme. 🙏,crisis_emergency,negative,high,es
i will hurt myself tbh! 😔,crisis_emergency,negative,high,en
cambiemos a inglés pls!! 😥,language_switch,neutral,low,es
hmm pls. 🙏,fallback_clarify,neutral,low,en
breathing exercise please please!! 🌿 / ayúdame a respirar,breathing_exercise,neutral,medium,en
breathing exercise please rn... 😥,breathing_exercise,neutral,medium,en
¿cómo funcionan el estrés y las emociones? por favor 😟,self_assess,neutral,medium,es
¿por qué me siento así?. 😥,self_assess,neutral,medium,es
quiero una frase de apoyo por favor! 🙏,affirmation_request,neutral,low,es
necesito calmarme con respiración ahora... ✨,breathing_exercise,neutral,medium,es
i’m dissociating tbh. 💜,grounding_exercise,negative,medium,en
who can i talk to nearby? tbh...,info_help,neutral,low,en
"gracias, adiós porfa",thanks_goodbye,positive,low,es
me estoy desconectando! 💜,grounding_exercise,negative,medium,es
cambiemos a inglés pls...,language_switch,neutral,low,es
give me a writing prompt!,journal_prompt,neutral,low,en
"me ayudó, buenas noches 😤 / that’s all for now",thanks_goodbye,positive,low,es
can we switch to english? tbh. ✨ / hablemos en español,language_switch,neutral,low,en
🤔 pls. 😟,fallback_clarify,neutral,low,es
¿qué pasa en mi cerebro?... ✨,self_assess,neutral,medium,es
"thanks, bye pls ✨ / me ayudó, buenas noches",thanks_goodbye,positive,low,en
un prompt de diario 😥,journal_prompt,neutral,low,es
"thanks, bye please... / gracias, adiós",thanks_goodbye,positive,low,en
"this supported, goodnight pls... 💜",thanks_goodbye,positive,low,en
non-emergency support options pls 😟,info_help,neutral,low,en
help me steady!! 😤,grounding_exercise,negative,medium,en
that’s all for now rn ✨,thanks_goodbye,positive,low,en
🤔 ahora. 💜,fallback_clarify,neutral,low,es
me siento decaído por favor!! ✨,check_in_mood,negative,high,es
estoy como desconectado. 😥,check_in_mood,negative,high,es
i might overdose rn... ✨,crisis_emergency,negative,high,en
spanish mode pls! 😤,language_switch,neutral,low,en
give me a writing prompt rn!! 😟,journal_prompt,neutral,low,en
¿qué? pls!! 🙏,fallback_clarify,neutral,low,es
¿qué? 🙏 / idk,fallback_clarify,neutral,low,es
necesito calmarme con respiración ahora!! 💜 / breathing exercise please,breathing_exercise,neutral,medium,es
cambiemos a inglés por favor!! 🙏,language_switch,neutral,low,es
"this assisted, goodnight pls!! 💜",thanks_goodbye,positive,low,en
can we switch to english? please!!,language_switch,neutral,low,en
is anyone there?!! 😥,greeting_start,neutral,medium,en
"me ayudó, buenas noches! ✨ / this helped, goodnight",thanks_goodbye,positive,low,es
necesito algo positivo pls... 🙏,affirmation_request,neutral,low,es
necesito calmarme con respiración ahora 😟,breathing_exercise,neutral,medium,es
ayúdame a reflexionar por favor! ✨,journal_prompt,neutral,low,es
"gracias, adiós ahora 🙏",thanks_goodbye,positive,low,es
"me ayudó, buenas noches!! ✨",thanks_goodbye,positive,low,es
hablemos en español ahora! 🙏,language_switch,neutral,low,es
is anyone there? 😟,greeting_start,neutral,medium,en
un prompt de diario porfa. ✨,journal_prompt,neutral,low,es
algo que me anime pls! 😥,affirmation_request,neutral,low,es
¿podemos hablar? ahora... 🌿,greeting_start,neutral,medium,es
i need to chat please.,greeting_start,neutral,medium,en
what support options can support? rn ✨,info_help,neutral,low,en
??? please... 😟,fallback_clarify,neutral,low,en
¿qué recursos hay? por favor. 😟,info_help,neutral,low,es
¿qué recursos hay? pls... 😤,info_help,neutral,low,es
i want to die please! 💜,crisis_emergency,negative,high,en
i feel numb tbh 😤,check_in_mood,negative,high,en
información de apoyo porfa! 😥,info_help,neutral,low,es
kill myself rn... 😔 / podría tener una sobredosis,crisis_emergency,negative,high,en
steadying exercise please 😟,grounding_exercise,negative,medium,en
i want to write about this... 😟,journal_prompt,neutral,low,en
kill myself rn!! 😥,crisis_emergency,negative,high,en
say something encouraging please! 🌿,affirmation_request,neutral,low,en
no sé ahora. 🙏,fallback_clarify,neutral,low,es
non-emergency support options tbh ✨,info_help,neutral,low,en
hi pls 😔 / necesito chatear,greeting_start,neutral,medium,en
mmm... 😟,fallback_clarify,neutral,low,es
"this assisted, goodnight rn... ✨",thanks_goodbye,positive,low,en
give me an affirmation rn... ✨,affirmation_request,neutral,low,en
i need a calm breathing routine pls!! ✨,breathing_exercise,neutral,medium,en
i feel sad today!! 🙏,check_in_mood,negative,high,en
i might overdose tbh. 😥,crisis_emergency,negative,high,en
ayúdame a reflexionar por favor 😥,journal_prompt,neutral,low,es
need reassurance tbh 🌿,affirmation_request,neutral,low,en
voy a lastimarme ahora... ✨,crisis_emergency,negative,high,es
me quiero morir por favor! ✨,crisis_emergency,negative,high,es
