text,intent,valence,arousal,lang
i feel sad today please. ✨,check_in_mood,negative,high,en
spanish please... 😔,language_switch,neutral,low,en
need reassurance tbh... 😥,affirmation_request,neutral,low,en
hey can we chat? rn! 😥,greeting_start,neutral,medium,en
i will hurt myself please!! 😟,crisis_emergency,negative,high,en
i want to write about this please... 😥,journal_prompt,neutral,low,en
give me a writing prompt.,journal_prompt,neutral,low,en
i need something positive pls... 😔,affirmation_request,neutral,low,en
i feel nervous tbh!! 😟,check_in_mood,negative,high,en
english please pls ✨,language_switch,neutral,low,en
breathing exercise please rn!! 😔,breathing_exercise,neutral,medium,en
support me ground pls 😤,grounding_exercise,negative,medium,en
i need something positive please 😟,affirmation_request,neutral,low,en
help me steady please. 😔,grounding_exercise,negative,medium,en
is this normal? rn. 🌿,self_assess,neutral,medium,en
hello rn. ✨,greeting_start,neutral,medium,en
🤔 rn. 😔,fallback_clarify,neutral,low,en
give me an affirmation. 😤,affirmation_request,neutral,low,en
"thanks, bye tbh. 🌿",thanks_goodbye,positive,low,en
need to feel present pls... 🙏,grounding_exercise,negative,medium,en
spanish please pls. 😔,language_switch,neutral,low,en
i feel blue today please 😟,check_in_mood,negative,high,en
i’m in danger right now ✨,crisis_emergency,negative,high,en
can we switch to english? pls. 😥,language_switch,neutral,low,en
can you support me breathe? please 💜,breathing_exercise,neutral,medium,en
"thanks, bye rn. 🙏 / me ayudó, buenas noches",thanks_goodbye,positive,low,en
i feel sad today... ✨ / me siento triste,check_in_mood,negative,high,en
give me a writing prompt!! 💜,journal_prompt,neutral,low,en
spanish mode!! 😥,language_switch,neutral,low,en
i feel down today 😤,check_in_mood,negative,high,en
"thanks, bye!! 😔 / vuelvo luego",thanks_goodbye,positive,low,en
i'll come back later pls... 😔,thanks_goodbye,positive,low,en
hello tbh... 🙏,greeting_start,neutral,medium,en
non-emergency help options tbh! / opciones de ayuda no urgente,info_help,neutral,low,en
hello rn!,greeting_start,neutral,medium,en
can you support me breathing?! 🙏,breathing_exercise,neutral,medium,en
??? rn,fallback_clarify,neutral,low,en
breathing exercise please!! 😔,breathing_exercise,neutral,medium,en
i feel numb tbh 😤,check_in_mood,negative,high,en
i want to die. ✨,crisis_emergency,negative,high,en
who can i talk to nearby? tbh...,info_help,neutral,low,en
"thanks, bye tbh 😥",thanks_goodbye,positive,low,en
give me an affirmation tbh ✨ / dame una afirmación,affirmation_request,neutral,low,en
i’m in danger right now tbh! ✨,crisis_emergency,negative,high,en
steadying exercise please rn. 😥,grounding_exercise,negative,medium,en
hello tbh 😥 / ¿hay alguien?,greeting_start,neutral,medium,en
i feel blue today please...,check_in_mood,negative,high,en
english please. 💜,language_switch,neutral,low,en
i feel sad today please. 😤,check_in_mood,negative,high,en
i need something positive rn!! 🌿,affirmation_request,neutral,low,en
give me a writing prompt rn. 😤,journal_prompt,neutral,low,en
i want to die please! 💜,crisis_emergency,negative,high,en
information about support! 🙏,info_help,neutral,low,en
i want to write about this tbh... 😥,journal_prompt,neutral,low,en
kill myself. 😟,crisis_emergency,negative,high,en
i’m in danger right now 😥,crisis_emergency,negative,high,en
grounding exercise please pls! ✨,grounding_exercise,negative,medium,en
hey can we chat? pls!! 😟 / ¿hay alguien?,greeting_start,neutral,medium,en
journal prompt please pls. 😔,journal_prompt,neutral,low,en
i want to write about this tbh! 🌿,journal_prompt,neutral,low,en
??? rn. 😤,fallback_clarify,neutral,low,en
hi!! 💜,greeting_start,neutral,medium,en
need reassurance please ✨,affirmation_request,neutral,low,en
i feel anxious! 🌿 / estoy enojado,check_in_mood,negative,high,en
i need a calm breathing routine please. 😔 / necesito calmarme con respiración,breathing_exercise,neutral,medium,en
who can i talk to nearby? pls... 😥,info_help,neutral,low,en
i'm mad... 💜,check_in_mood,negative,high,en
non-emergency support options rn! 💜,info_help,neutral,low,en
say something encouraging please. ✨,affirmation_request,neutral,low,en
i'm panicky tbh! ✨,check_in_mood,negative,high,en
i need to chat tbh. 🌿,greeting_start,neutral,medium,en
"thanks, bye rn!! 😤",thanks_goodbye,positive,low,en
give me an affirmation rn. 😟 / dame una afirmación,affirmation_request,neutral,low,en
that’s all for now... 🙏,thanks_goodbye,positive,low,en
i might overdose tbh... 😔,crisis_emergency,negative,high,en
i’m dissociating tbh. ✨,grounding_exercise,negative,medium,en
who can i talk to nearby? pls... 😥 / ¿con quién puedo hablar?,info_help,neutral,low,en
who can i chat to nearby? tbh... 😥,info_help,neutral,low,en
that’s all for now please! 🌿,thanks_goodbye,positive,low,en
what please. 😟,fallback_clarify,neutral,low,en
breathing exercise please please,breathing_exercise,neutral,medium,en
need to feel present tbh! 😟,grounding_exercise,negative,medium,en
what support options can help? 💜,info_help,neutral,low,en
anchoring exercise please pls!! 💜,grounding_exercise,negative,medium,en
i feel down today... 😔 / estoy enojado,check_in_mood,negative,high,en
grounding exercise please! 😤,grounding_exercise,negative,medium,en
non-emergency support options pls 😟,info_help,neutral,low,en
spanish mode please... 💜,language_switch,neutral,low,en
idk! ✨,fallback_clarify,neutral,low,en
give me an positive line pls!! 🙏 / necesito algo positivo,affirmation_request,neutral,low,en
say something encouraging rn. 😥 / algo que me anime,affirmation_request,neutral,low,en
support me reflect tbh... ✨,journal_prompt,neutral,low,en
i'll come back later tbh! 😟,thanks_goodbye,positive,low,en
spanish mode pls... 😟,language_switch,neutral,low,en
hmm!! ✨,fallback_clarify,neutral,low,en
assist me ground rn!! 😤,grounding_exercise,negative,medium,en
kill myself... 😤,crisis_emergency,negative,high,en
is this normal?... 😟,self_assess,neutral,medium,en
hey can we chat? pls... 😥,greeting_start,neutral,medium,en
idk rn 🙏,fallback_clarify,neutral,low,en
spanish mode 🙏,language_switch,neutral,low,en
i'm mad rn. 😟,check_in_mood,negative,high,en
say something encouraging tbh! 🌿,affirmation_request,neutral,low,en
journal prompt please rn... 😥,journal_prompt,neutral,low,en
assist me reflect tbh! 🙏,journal_prompt,neutral,low,en
hey can we talk? please... 😔,greeting_start,neutral,medium,en
hmm. 😤,fallback_clarify,neutral,low,en
hmm. 😔,fallback_clarify,neutral,low,en
i need a calm breathing routine pls 😔,breathing_exercise,neutral,medium,en
why am i feeling this way? rn! 🌿,self_assess,neutral,medium,en
i feel blue today rn... ✨,check_in_mood,negative,high,en
i need a calm breathing routine rn! 💜,breathing_exercise,neutral,medium,en
i need a calm breathing routine please!! 😔 / necesito calmarme con respiración,breathing_exercise,neutral,medium,en
hi pls!! 😔,greeting_start,neutral,medium,en
i'll come back later please...,thanks_goodbye,positive,low,en
support me steady please... ✨,grounding_exercise,negative,medium,en
hmm tbh 😟,fallback_clarify,neutral,low,en
say something encouraging rn. 😤,affirmation_request,neutral,low,en
non-emergency help options please. 😥,info_help,neutral,low,en
i'll come back later rn... 🌿,thanks_goodbye,positive,low,en
how do stress and emotions work?!! 🌿,self_assess,neutral,medium,en
"thanks, bye tbh... 🙏",thanks_goodbye,positive,low,en
i will hurt myself tbh! 😔,crisis_emergency,negative,high,en
is anyone there? tbh! 🌿,greeting_start,neutral,medium,en
i want to write about this rn 😤,journal_prompt,neutral,low,en
spanish please!! ✨,language_switch,neutral,low,en
i feel down today please!! 💜,check_in_mood,negative,high,en
i need a calm breathing routine please. 💜,breathing_exercise,neutral,medium,en
